@RELATION   'derisi0.names : -C 58 '
@ATTRIBUTE root					{0,1}
@ATTRIBUTE GO0003674					{0,1}
@ATTRIBUTE GO0005575					{0,1}
@ATTRIBUTE GO0008150					{0,1}
@ATTRIBUTE GO0003824					{0,1}
@ATTRIBUTE GO0005215					{0,1}
@ATTRIBUTE GO0005488					{0,1}
@ATTRIBUTE GO0032991					{0,1}
@ATTRIBUTE GO0043226					{0,1}
@ATTRIBUTE GO0044422					{0,1}
@ATTRIBUTE GO0044464					{0,1}
@ATTRIBUTE GO0008152					{0,1}
@ATTRIBUTE GO0009987					{0,1}
@ATTRIBUTE GO0050896					{0,1}
@ATTRIBUTE GO0051234					{0,1}
@ATTRIBUTE GO0065007					{0,1}
@ATTRIBUTE GO0016740					{0,1}
@ATTRIBUTE GO0016787					{0,1}
@ATTRIBUTE GO0003676					{0,1}
@ATTRIBUTE GO0005515					{0,1}
@ATTRIBUTE GO0043234					{0,1}
@ATTRIBUTE GO0043227					{0,1}
@ATTRIBUTE GO0043229					{0,1}
@ATTRIBUTE GO0044446					{0,1}
@ATTRIBUTE GO0016020					{0,1}
@ATTRIBUTE GO0044424					{0,1}
@ATTRIBUTE GO0044425					{0,1}
@ATTRIBUTE GO0009058					{0,1}
@ATTRIBUTE GO0043170					{0,1}
@ATTRIBUTE GO0044237					{0,1}
@ATTRIBUTE GO0044238					{0,1}
@ATTRIBUTE GO0016043					{0,1}
@ATTRIBUTE GO0006950					{0,1}
@ATTRIBUTE GO0006810					{0,1}
@ATTRIBUTE GO0051649					{0,1}
@ATTRIBUTE GO0050789					{0,1}
@ATTRIBUTE GO0043231					{0,1}
@ATTRIBUTE GO0044428					{0,1}
@ATTRIBUTE GO0005737					{0,1}
@ATTRIBUTE GO0044444					{0,1}
@ATTRIBUTE GO0019538					{0,1}
@ATTRIBUTE GO0043283					{0,1}
@ATTRIBUTE GO0044260					{0,1}
@ATTRIBUTE GO0006139					{0,1}
@ATTRIBUTE GO0006996					{0,1}
@ATTRIBUTE GO0046907					{0,1}
@ATTRIBUTE GO0019222					{0,1}
@ATTRIBUTE GO0050794					{0,1}
@ATTRIBUTE GO0005634					{0,1}
@ATTRIBUTE GO0005739					{0,1}
@ATTRIBUTE GO0044267					{0,1}
@ATTRIBUTE GO0006259					{0,1}
@ATTRIBUTE GO0016070					{0,1}
@ATTRIBUTE GO0043412					{0,1}
@ATTRIBUTE GO0051276					{0,1}
@ATTRIBUTE GO0031323					{0,1}
@ATTRIBUTE GO0006464					{0,1}
@ATTRIBUTE GO0007001					{0,1}
@ATTRIBUTE  g1                                      numeric
@ATTRIBUTE  g1_bkg                                  numeric
@ATTRIBUTE  r1                                      numeric
@ATTRIBUTE  r1_bkg                                  numeric
@ATTRIBUTE  f1                                      numeric
@ATTRIBUTE  g2                                      numeric
@ATTRIBUTE  g2_bkg                                  numeric
@ATTRIBUTE  r2                                      numeric
@ATTRIBUTE  r2_bkg                                  numeric
@ATTRIBUTE  f2                                      numeric
@ATTRIBUTE  g3                                      numeric
@ATTRIBUTE  g3_bkg                                  numeric
@ATTRIBUTE  r3                                      numeric
@ATTRIBUTE  r3_bkg                                  numeric
@ATTRIBUTE  f3                                      numeric
@ATTRIBUTE  g4                                      numeric
@ATTRIBUTE  g4_bkg                                  numeric
@ATTRIBUTE  r4                                      numeric
@ATTRIBUTE  r4_bkg                                  numeric
@ATTRIBUTE  f4                                      numeric
@ATTRIBUTE  g5                                      numeric
@ATTRIBUTE  g5_bkg                                  numeric
@ATTRIBUTE  r5                                      numeric
@ATTRIBUTE  r5_bkg                                  numeric
@ATTRIBUTE  f5                                      numeric
@ATTRIBUTE  g6                                      numeric
@ATTRIBUTE  g6_bkg                                  numeric
@ATTRIBUTE  r6                                      numeric
@ATTRIBUTE  r6_bkg                                  numeric
@ATTRIBUTE  f6                                      numeric
@ATTRIBUTE  g7                                      numeric
@ATTRIBUTE  g7_bkg                                  numeric
@ATTRIBUTE  r7                                      numeric
@ATTRIBUTE  r7_bkg                                  numeric
@ATTRIBUTE  f7                                      numeric
@ATTRIBUTE  g1_ratio                                numeric
@ATTRIBUTE  g2_ratio                                numeric
@ATTRIBUTE  g3_ratio                                numeric
@ATTRIBUTE  g4_ratio                                numeric
@ATTRIBUTE  g5_ratio                                numeric
@ATTRIBUTE  g6_ratio                                numeric
@ATTRIBUTE  g7_ratio                                numeric
@ATTRIBUTE  r1_ratio                                numeric
@ATTRIBUTE  r2_ratio                                numeric
@ATTRIBUTE  r3_ratio                                numeric
@ATTRIBUTE  r4_ratio                                numeric
@ATTRIBUTE  r5_ratio                                numeric
@ATTRIBUTE  r6_ratio                                numeric
@ATTRIBUTE  r7_ratio                                numeric
@ATTRIBUTE  g1dashbkg                               numeric
@ATTRIBUTE  g2dashbkg                               numeric
@ATTRIBUTE  g3dashbkg                               numeric
@ATTRIBUTE  g4dashbkg                               numeric
@ATTRIBUTE  g5dashbkg                               numeric
@ATTRIBUTE  g6dashbkg                               numeric
@ATTRIBUTE  g7dashbkg                               numeric
@ATTRIBUTE  r1dashbkg                               numeric
@ATTRIBUTE  r2dashbkg                               numeric
@ATTRIBUTE  r3dashbkg                               numeric
@ATTRIBUTE  r4dashbkg                               numeric
@ATTRIBUTE  r5dashbkg                               numeric
@ATTRIBUTE  r6dashbkg                               numeric
@ATTRIBUTE  r7dashbkg                               numeric


@DATA
1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5328,2127,4773,1098,0,5595,2610,5181,1704,0,5786,1618,5373,1254,0,3200,1131,2609,844,0,5236,1618,4655,1068,0,4945,2352,4753,2015,0,3356,809,3116,623,0,0.87,0.86,1.01,1.17,1.01,0.95,1.02,1.15,1.16,0.99,0.85,0.99,1.05,0.98,3201,2985,4168,2069,3618,2593,2547,3675,3477,4119,1765,3587,2738,2493
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,6183,2065,6309,1096,0,5453,2565,4385,1627,0,9718,1661,10290,1271,0,4368,1131,2981,828,0,4315,1585,2715,1189,0,6175,2598,3401,2212,0,4363,839,1648,639,0,0.79,1.05,0.89,1.5,1.79,3.01,3.49,1.27,0.95,1.12,0.67,0.56,0.33,0.29,4118,2888,8057,3237,2730,3577,3524,5213,2758,9019,2153,1526,1189,1009
1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3669,2386,2166,1116,0,5117,2901,4493,2378,0,2994,1844,2685,1407,0,2878,1414,2576,1072,0,2898,1709,1673,985,0,3987,2762,3974,2542,0,2189,1042,1576,812,0,1.22,1.05,0.9,0.97,1.73,0.86,1.5,0.82,0.95,1.11,1.03,0.58,1.16,0.67,1283,2216,1150,1464,1189,1225,1147,1050,2115,1278,1504,688,1432,764
1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8256,2630,7118,1341,0,8226,2603,7142,1489,0,8114,1988,9630,1578,0,12013,1601,10424,1148,0,5870,1716,4548,1108,0,10357,2711,5326,1778,0,9186,1228,2296,833,0,0.97,0.99,0.76,1.12,1.21,2.16,5.44,1.03,1.01,1.32,0.89,0.83,0.46,0.18,5626,5623,6126,10412,4154,7646,7958,5777,5653,8052,9276,3440,3548,1463
1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9690,2210,12510,1237,0,8524,2410,10394,1537,0,11014,1704,18991,1395,0,6402,1147,7720,833,0,7859,2016,12258,1640,0,5356,2350,6847,1672,0,6415,999,19554,875,0,0.66,0.69,0.53,0.76,0.55,0.58,0.29,1.52,1.45,1.89,1.32,1.82,1.72,3.45,7480,6114,9310,5255,5843,3006,5416,11273,8857,17596,6887,10618,5175,18679
1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4205,1997,3381,1105,0,4447,2341,3476,1419,0,3486,1522,3347,1217,0,2557,1182,2565,862,0,3026,1492,3386,1218,0,3226,2208,4661,1628,0,2395,864,4174,687,0,0.97,1.02,0.92,0.81,0.71,0.34,0.44,1.03,0.98,1.09,1.23,1.41,2.94,2.27,2208,2106,1964,1375,1534,1018,1531,2276,2057,2130,1703,2168,3033,3487
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8694,2445,7991,1136,0,7975,2975,8880,2493,0,12992,1858,14655,1489,0,13605,1436,9421,1071,0,8682,1743,4178,977,0,11471,2773,6155,2607,0,12235,1187,4000,858,0,0.91,0.78,0.85,1.46,2.17,2.45,3.52,1.1,1.28,1.18,0.68,0.46,0.41,0.28,6249,5000,11134,12169,6939,8698,11048,6855,6387,13166,8350,3201,3548,3142
1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4274,2440,3074,1146,0,5182,2771,4657,2248,0,6815,1909,9418,1544,0,5765,1470,7276,1106,0,3360,1704,2794,945,0,5623,2671,12279,2677,0,4155,1175,17576,977,0,0.95,1,0.62,0.7,0.9,0.31,0.18,1.05,1,1.61,1.43,1.11,3.23,5.56,1834,2411,4906,4295,1656,2952,2980,1928,2409,7874,6170,1849,9602,16599
1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,4137,1957,3153,1073,0,4118,2427,3281,1559,0,2930,1430,2635,1121,0,2450,1174,1952,873,0,2857,1378,2408,1217,0,3380,2328,2474,1723,0,2246,919,1512,711,0,1.05,0.98,0.99,1.18,1.24,1.4,1.66,0.95,1.02,1.01,0.85,0.81,0.71,0.6,2180,1691,1500,1276,1479,1052,1327,2080,1722,1514,1079,1191,751,801
1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5386,1915,5127,1097,0,4659,2395,3786,1550,0,4858,1438,4079,1054,0,4212,1227,1878,867,0,3547,1496,1995,1131,0,3602,2210,2396,1583,0,3833,953,1748,699,0,0.86,1.01,1.13,2.95,2.37,1.71,2.75,1.16,0.99,0.88,0.34,0.42,0.58,0.36,3471,2264,3420,2985,2051,1392,2880,4030,2236,3025,1011,864,813,1049
1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4879,2051,4701,1017,0,4477,2529,3794,1781,0,4671,1532,6400,1207,0,2754,1057,3952,796,0,3426,1637,4257,1209,0,3969,2410,19424,2360,0,2549,837,13343,817,0,0.77,0.97,0.6,0.54,0.59,0.09,0.14,1.3,1.03,1.67,1.85,1.69,11.11,7.14,2828,1948,3139,1697,1789,1559,1712,3684,2013,5193,3156,3048,17064,12526
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529,2340,2220,1130,0,5339,2996,4387,2289,0,5311,1771,5250,1432,0,3678,1539,2813,1222,0,2653,1691,1531,1003,0,4357,2809,4001,2678,0,3411,1083,2380,818,0,1.09,1.12,0.93,1.34,1.82,1.17,1.49,0.92,0.89,1.08,0.75,0.55,0.85,0.67,1189,2343,3540,2139,962,1548,2328,1090,2098,3818,1591,528,1323,1562
1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26308,2080,27509,1161,0,21851,2694,23659,1935,0,21710,1869,24881,1540,0,23346,1050,23707,754,0,24259,1879,22972,1463,0,21719,2642,20176,2374,0,29678,1201,8086,980,0,0.92,0.88,0.85,0.97,1.04,1.07,4.01,1.09,1.14,1.18,1.03,0.96,0.93,0.25,24228,19157,19841,22296,22380,19077,28477,26348,21724,23341,22953,21509,17802,7106
1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8066,2609,7126,1420,0,6528,2647,5129,1686,0,6523,2277,5226,1810,0,5013,1610,3511,1116,0,5292,1768,3717,1158,0,6901,2716,4236,1891,0,4785,1255,2462,842,0,0.96,1.13,1.24,1.42,1.38,1.78,2.18,1.04,0.88,0.81,0.7,0.72,0.56,0.46,5457,3881,4246,3403,3524,4185,3530,5706,3443,3416,2395,2559,2345,1620
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3021,1865,1926,938,0,3711,2202,2941,1344,0,2786,1331,3401,1005,0,1699,1057,1231,713,0,3338,1602,3149,1517,0,3437,2203,3267,1675,0,1841,849,1781,639,0,1.17,0.94,0.61,1.24,1.06,0.78,0.87,0.85,1.06,1.64,0.81,0.94,1.28,1.15,1156,1509,1455,642,1736,1234,992,988,1597,2396,518,1632,1592,1142
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3692,1880,2842,981,0,4419,2337,3808,1697,0,3002,1463,2681,1104,0,1864,962,1627,656,0,3458,1583,3208,1157,0,4253,2548,6504,2415,0,2718,817,3229,684,0,0.97,0.99,0.98,0.93,0.91,0.42,0.75,1.03,1.01,1.02,1.08,1.1,2.38,1.33,1812,2082,1539,902,1875,1705,1901,1861,2111,1577,971,2051,4089,2545
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2962,983,1963,821,0,5406,3158,5107,2496,0,7056,1967,9989,1673,0,3753,1438,3499,1098,0,2710,1727,1667,969,0,4579,2614,5313,2520,0,3974,1038,3137,806,0,1.73,0.86,0.61,0.96,1.41,0.7,1.26,0.58,1.16,1.64,1.04,0.71,1.43,0.79,1979,2248,5089,2315,983,1965,2936,1142,2611,8316,2401,698,2793,2331
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10198,2475,11145,1319,0,9300,3003,10096,1952,0,11454,2160,19708,1746,0,9695,1581,13475,1154,0,6366,1922,10977,1299,0,6979,2727,13204,2020,0,6537,1175,25132,926,0,0.79,0.77,0.52,0.66,0.46,0.38,0.22,1.27,1.3,1.92,1.52,2.17,2.63,4.55,7723,6297,9294,8114,4444,4252,5362,9826,8144,17962,12321,9678,11184,24206
1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7587,2547,7182,1364,0,7761,2980,6184,1894,0,5646,2092,4793,1670,0,5812,1453,4468,1034,0,4863,1757,3779,1099,0,7450,2811,5757,1902,0,4698,1135,3425,799,0,0.87,1.11,1.14,1.27,1.16,1.2,1.36,1.15,0.9,0.88,0.79,0.86,0.83,0.74,5040,4781,3554,4359,3106,4639,3563,5818,4290,3123,3434,2680,3855,2626
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,5526,2332,4875,1237,0,5782,3078,5277,1955,0,4658,2071,4762,1620,0,4303,1467,3351,1034,0,3774,1881,3066,1212,0,5372,2594,5242,1859,0,3286,1060,2946,756,0,0.88,0.81,0.82,1.22,1.02,0.82,1.02,1.14,1.23,1.22,0.82,0.98,1.22,0.98,3194,2704,2587,2836,1893,2778,2226,3638,3322,3142,2317,1854,3383,2190
1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3525,2215,2482,1118,0,4231,2897,3647,2364,0,3992,1779,4548,1399,0,2349,1273,2576,916,0,2872,1735,1890,888,0,3586,2440,4712,2318,0,2733,993,6072,816,0,0.96,1.04,0.7,0.65,1.13,0.48,0.33,1.04,0.96,1.43,1.54,0.88,2.08,3.03,1310,1334,2213,1076,1137,1146,1740,1364,1283,3149,1660,1002,2394,5256
1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4213,1444,2653,1002,0,3552,2204,2526,1380,0,2754,1467,2471,1118,0,3618,1432,2824,1072,0,4697,1849,2908,1019,0,4457,2624,3833,2188,0,2349,990,1727,736,0,1.68,1.18,0.95,1.25,1.51,1.11,1.37,0.6,0.85,1.05,0.8,0.66,0.9,0.73,2769,1348,1287,2186,2848,1833,1359,1651,1146,1353,1752,1889,1645,991
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3948,1809,3283,1181,0,4536,2899,4071,2245,0,5337,1745,6223,1309,0,3214,1242,3069,974,0,3065,1504,2246,1012,0,4413,2556,5192,2334,0,4285,999,5160,788,0,1.02,0.9,0.73,0.94,1.26,0.65,0.75,0.98,1.11,1.37,1.06,0.79,1.54,1.33,2139,1637,3592,1972,1561,1857,3286,2102,1826,4914,2095,1234,2858,4372
1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,9986,1770,9448,934,0,8897,2092,8044,1280,0,5012,1175,5256,847,0,5705,1099,5001,807,0,9861,1284,12142,1284,0,11804,2110,9438,1518,0,5798,796,4113,617,0,0.96,1.01,0.87,1.1,0.79,1.22,1.43,1.04,0.99,1.15,0.91,1.27,0.82,0.7,8216,6805,3837,4606,8577,9694,5002,8514,6764,4409,4194,10858,7920,3496
1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,13202,2424,16212,1339,0,13086,3214,14944,2255,0,11492,2159,14808,1768,0,10842,1499,11094,1114,0,8012,1895,9305,1544,0,8703,2683,14117,1955,0,8726,1200,7952,862,0,0.72,0.78,0.72,0.94,0.79,0.49,1.06,1.39,1.28,1.39,1.06,1.27,2.04,0.94,10778,9872,9333,9343,6117,6020,7526,14873,12689,13040,9980,7761,12162,7090
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5706,2390,5358,1354,0,5699,2700,5725,1672,0,7150,1899,9433,1624,0,4609,1355,3780,967,0,4010,1612,3267,1118,0,4139,2448,3241,1688,0,4546,1063,3398,790,0,0.83,0.74,0.67,1.16,1.12,1.09,1.34,1.2,1.35,1.49,0.86,0.89,0.92,0.75,3316,2999,5251,3254,2398,1691,3483,4004,4053,7809,2813,2149,1553,2608
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8322,1858,8223,1058,0,6883,2345,6369,1495,0,5096,1704,5490,1373,0,8683,1731,8751,1249,0,8900,1989,7877,1110,0,7589,2606,9172,2256,0,5728,1036,4830,848,0,0.9,0.93,0.82,0.93,1.02,0.72,1.18,1.11,1.08,1.22,1.08,0.98,1.39,0.85,6464,4538,3392,6952,6911,4983,4692,7165,4874,4117,7502,6767,6916,3982
1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3682,2007,1966,1064,0,3417,2460,2317,1477,0,2381,1643,1937,1216,0,2473,1201,2194,932,0,3442,1921,2185,1064,0,3901,2594,5420,2289,0,1995,1014,2069,768,0,1.86,1.14,1.02,1.01,1.36,0.42,0.75,0.54,0.88,0.98,0.99,0.74,2.38,1.33,1675,957,738,1272,1521,1307,981,902,840,721,1262,1121,3131,1301
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6003,2409,5391,1371,0,6331,2358,5855,1596,0,5391,1715,5783,1511,0,4410,1339,3626,1007,0,4473,1652,4237,1256,0,5071,2432,4539,1748,0,3889,1015,4251,733,0,0.89,0.93,0.86,1.17,0.95,0.95,0.82,1.12,1.08,1.16,0.85,1.05,1.05,1.22,3594,3973,3676,3071,2821,2639,2874,4020,4259,4272,2619,2981,2791,3518
1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,5933,2726,4497,1379,0,4225,2280,3429,1320,0,5077,1792,5037,1365,0,7080,1400,3565,887,0,4663,2023,2432,1169,0,6658,2290,4293,1431,0,4065,1125,1880,730,0,1.03,0.92,0.89,2.12,2.09,1.53,2.56,0.97,1.09,1.12,0.47,0.48,0.65,0.39,3207,1945,3285,5680,2640,4368,2940,3118,2109,3672,2678,1263,2862,1150
1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,9382,2194,8929,1131,0,8496,2958,8822,2444,0,12669,1881,12909,1498,0,17994,1722,13553,1276,0,11322,1839,5831,1065,0,12647,2781,5855,2411,0,14784,1210,3293,860,0,0.92,0.87,0.95,1.33,1.99,2.86,5.58,1.09,1.15,1.05,0.75,0.5,0.35,0.18,7188,5538,10788,16272,9483,9866,13574,7798,6378,11411,12277,4766,3444,2433
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3924,2619,2082,1177,0,3539,2473,2245,1395,0,3005,1806,3056,1360,0,2791,1438,3524,1007,0,2779,1645,2541,1054,0,4290,2466,7254,1758,0,2245,1099,3604,756,0,1.44,1.25,0.71,0.54,0.76,0.33,0.4,0.69,0.8,1.41,1.85,1.32,3.03,2.5,1305,1066,1199,1353,1134,1824,1146,905,850,1696,2517,1487,5496,2848
1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,4276,2633,2548,1236,0,3621,2510,2398,1459,0,3397,1769,3409,1338,0,3110,1482,2344,1006,0,2838,1570,2004,994,0,4313,2412,3739,1675,0,2597,1130,1938,758,0,1.25,1.18,0.79,1.22,1.26,0.92,1.24,0.8,0.85,1.27,0.82,0.79,1.09,0.81,1643,1111,1628,1628,1268,1901,1467,1312,939,2071,1338,1010,2064,1180
1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5874,2193,4868,1179,0,6451,3292,6089,2889,0,7334,1844,10025,1469,0,8253,1382,9824,1072,0,6053,1842,4349,953,0,6413,2805,9521,2592,0,6541,1217,7087,924,0,1,0.99,0.64,0.79,1.24,0.52,0.86,1,1.01,1.56,1.27,0.81,1.92,1.16,3681,3159,5490,6871,4211,3608,5324,3689,3200,8556,8752,3396,6929,6163
1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10090,2185,10954,1229,0,9535,2783,9558,1900,0,14512,1715,18076,1355,0,7499,1160,4618,837,0,7452,1605,4071,1189,0,9812,2580,4612,2298,0,8035,890,6519,681,0,0.81,0.88,0.77,1.68,2.03,3.13,1.22,1.23,1.14,1.3,0.6,0.49,0.32,0.82,7905,6752,12797,6339,5847,7232,7145,9725,7658,16721,3781,2882,2314,5838
1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4506,2402,3228,1155,0,6960,3228,7695,2759,0,4655,1917,5054,1542,0,4646,1319,7711,1035,0,3864,1768,6739,1017,0,4696,2679,26170,2598,0,4513,1108,25987,932,0,1.01,0.76,0.78,0.5,0.37,0.09,0.14,0.99,1.32,1.28,2,2.7,11.11,7.14,2104,3732,2738,3327,2096,2017,3405,2073,4936,3512,6676,5722,23572,25055
